Year,Units,display,age,Bundesland,Kreis,GeoCode,Value
2018,percentage (%),a) time series,0- to 2-year-olds,be,"berlin, stadt",code11000,31.1
2019,percentage (%),a) time series,0- to 2-year-olds,be,"berlin, stadt",code11000,43.8
2012,percentage (%),a) time series,0- to 2-year-olds,bb,"brandenburg an der havel, stadt",code12051,36.8
2013,percentage (%),a) time series,0- to 2-year-olds,bb,"brandenburg an der havel, stadt",code12051,38.3
2014,percentage (%),a) time series,0- to 2-year-olds,bb,"brandenburg an der havel, stadt",code12051,41.0
2015,percentage (%),a) time series,0- to 2-year-olds,bb,"brandenburg an der havel, stadt",code12051,40.6
2016,percentage (%),a) time series,0- to 2-year-olds,bb,"brandenburg an der havel, stadt",code12051,41.7
2017,percentage (%),a) time series,0- to 2-year-olds,bb,"brandenburg an der havel, stadt",code12051,40.0
2018,percentage (%),a) time series,0- to 2-year-olds,bb,"brandenburg an der havel, stadt",code12051,41.9
2019,percentage (%),a) time series,0- to 2-year-olds,bb,"brandenburg an der havel, stadt",code12051,58.8
2012,percentage (%),a) time series,0- to 2-year-olds,bb,"cottbus, stadt",code12052,44.9
2013,percentage (%),a) time series,0- to 2-year-olds,bb,"cottbus, stadt",code12052,45.9
2014,percentage (%),a) time series,0- to 2-year-olds,bb,"cottbus, stadt",code12052,42.0
2015,percentage (%),a) time series,0- to 2-year-olds,bb,"cottbus, stadt",code12052,41.9
2016,percentage (%),a) time series,0- to 2-year-olds,bb,"cottbus, stadt",code12052,42.6
2017,percentage (%),a) time series,0- to 2-year-olds,bb,"cottbus, stadt",code12052,40.7
2018,percentage (%),a) time series,0- to 2-year-olds,bb,"cottbus, stadt",code12052,37.9
2019,percentage (%),a) time series,0- to 2-year-olds,bb,"cottbus, stadt",code12052,52.8
2012,percentage (%),a) time series,0- to 2-year-olds,bb,"frankfurt (oder), stadt",code12053,39.1
2013,percentage (%),a) time series,0- to 2-year-olds,bb,"frankfurt (oder), stadt",code12053,40.2
2014,percentage (%),a) time series,0- to 2-year-olds,bb,"frankfurt (oder), stadt",code12053,37.5
2015,percentage (%),a) time series,0- to 2-year-olds,bb,"frankfurt (oder), stadt",code12053,38.0
2016,percentage (%),a) time series,0- to 2-year-olds,bb,"frankfurt (oder), stadt",code12053,39.7
2017,percentage (%),a) time series,0- to 2-year-olds,bb,"frankfurt (oder), stadt",code12053,38.3
2018,percentage (%),a) time series,0- to 2-year-olds,bb,"frankfurt (oder), stadt",code12053,38.0
2019,percentage (%),a) time series,0- to 2-year-olds,bb,"frankfurt (oder), stadt",code12053,60.0
2012,percentage (%),a) time series,0- to 2-year-olds,bb,"potsdam, stadt",code12054,46.3
2013,percentage (%),a) time series,0- to 2-year-olds,bb,"potsdam, stadt",code12054,44.6
2014,percentage (%),a) time series,0- to 2-year-olds,bb,"potsdam, stadt",code12054,44.2
2015,percentage (%),a) time series,0- to 2-year-olds,bb,"potsdam, stadt",code12054,42.8
2016,percentage (%),a) time series,0- to 2-year-olds,bb,"potsdam, stadt",code12054,44.7
2017,percentage (%),a) time series,0- to 2-year-olds,bb,"potsdam, stadt",code12054,42.6
2018,percentage (%),a) time series,0- to 2-year-olds,bb,"potsdam, stadt",code12054,41.8
2019,percentage (%),a) time series,0- to 2-year-olds,bb,"potsdam, stadt",code12054,54.5
2012,percentage (%),a) time series,0- to 2-year-olds,bb,barnim,code12060,41.3
2013,percentage (%),a) time series,0- to 2-year-olds,bb,barnim,code12060,42.5
2014,percentage (%),a) time series,0- to 2-year-olds,bb,barnim,code12060,44.5
2015,percentage (%),a) time series,0- to 2-year-olds,bb,barnim,code12060,42.0
2016,percentage (%),a) time series,0- to 2-year-olds,bb,barnim,code12060,42.4
2017,percentage (%),a) time series,0- to 2-year-olds,bb,barnim,code12060,42.6
2018,percentage (%),a) time series,0- to 2-year-olds,bb,barnim,code12060,44.5
2019,percentage (%),a) time series,0- to 2-year-olds,bb,barnim,code12060,57.9
2012,percentage (%),a) time series,0- to 2-year-olds,bb,dahme-spreewald,code12061,37.2
2013,percentage (%),a) time series,0- to 2-year-olds,bb,dahme-spreewald,code12061,37.2
2014,percentage (%),a) time series,0- to 2-year-olds,bb,dahme-spreewald,code12061,37.1
2015,percentage (%),a) time series,0- to 2-year-olds,bb,dahme-spreewald,code12061,38.3
2016,percentage (%),a) time series,0- to 2-year-olds,bb,dahme-spreewald,code12061,39.5
2017,percentage (%),a) time series,0- to 2-year-olds,bb,dahme-spreewald,code12061,37.7
2018,percentage (%),a) time series,0- to 2-year-olds,bb,dahme-spreewald,code12061,39.3
2019,percentage (%),a) time series,0- to 2-year-olds,bb,dahme-spreewald,code12061,58.3
2012,percentage (%),a) time series,0- to 2-year-olds,bb,elbe-elster,code12062,34.3
2013,percentage (%),a) time series,0- to 2-year-olds,bb,elbe-elster,code12062,35.1
2014,percentage (%),a) time series,0- to 2-year-olds,bb,elbe-elster,code12062,38.3
2015,percentage (%),a) time series,0- to 2-year-olds,bb,elbe-elster,code12062,38.3
2016,percentage (%),a) time series,0- to 2-year-olds,bb,elbe-elster,code12062,38.3
2017,percentage (%),a) time series,0- to 2-year-olds,bb,elbe-elster,code12062,37.2
2018,percentage (%),a) time series,0- to 2-year-olds,bb,elbe-elster,code12062,39.8
2019,percentage (%),a) time series,0- to 2-year-olds,bb,elbe-elster,code12062,58.9
2012,percentage (%),a) time series,0- to 2-year-olds,bb,havelland,code12063,33.1
2013,percentage (%),a) time series,0- to 2-year-olds,bb,havelland,code12063,33.3
2014,percentage (%),a) time series,0- to 2-year-olds,bb,havelland,code12063,34.8
2015,percentage (%),a) time series,0- to 2-year-olds,bb,havelland,code12063,33.8
2016,percentage (%),a) time series,0- to 2-year-olds,bb,havelland,code12063,34.3
2017,percentage (%),a) time series,0- to 2-year-olds,bb,havelland,code12063,32.6
2018,percentage (%),a) time series,0- to 2-year-olds,bb,havelland,code12063,34.7
2019,percentage (%),a) time series,0- to 2-year-olds,bb,havelland,code12063,54.2
2012,percentage (%),a) time series,0- to 2-year-olds,bb,märkisch-oderland,code12064,39.1
2013,percentage (%),a) time series,0- to 2-year-olds,bb,märkisch-oderland,code12064,38.0
2014,percentage (%),a) time series,0- to 2-year-olds,bb,märkisch-oderland,code12064,37.3
2015,percentage (%),a) time series,0- to 2-year-olds,bb,märkisch-oderland,code12064,37.2
2016,percentage (%),a) time series,0- to 2-year-olds,bb,märkisch-oderland,code12064,38.8
2017,percentage (%),a) time series,0- to 2-year-olds,bb,märkisch-oderland,code12064,39.8
2018,percentage (%),a) time series,0- to 2-year-olds,bb,märkisch-oderland,code12064,40.0
2019,percentage (%),a) time series,0- to 2-year-olds,bb,märkisch-oderland,code12064,61.6
2012,percentage (%),a) time series,0- to 2-year-olds,bb,oberhavel,code12065,34.3
2013,percentage (%),a) time series,0- to 2-year-olds,bb,oberhavel,code12065,35.3
2014,percentage (%),a) time series,0- to 2-year-olds,bb,oberhavel,code12065,35.2
2015,percentage (%),a) time series,0- to 2-year-olds,bb,oberhavel,code12065,36.8
2016,percentage (%),a) time series,0- to 2-year-olds,bb,oberhavel,code12065,35.3
2017,percentage (%),a) time series,0- to 2-year-olds,bb,oberhavel,code12065,35.6
2018,percentage (%),a) time series,0- to 2-year-olds,bb,oberhavel,code12065,37.4
2019,percentage (%),a) time series,0- to 2-year-olds,bb,oberhavel,code12065,56.6
2012,percentage (%),a) time series,0- to 2-year-olds,bb,oberspreewald-lausitz,code12066,33.2
2013,percentage (%),a) time series,0- to 2-year-olds,bb,oberspreewald-lausitz,code12066,34.8
2014,percentage (%),a) time series,0- to 2-year-olds,bb,oberspreewald-lausitz,code12066,33.6
2015,percentage (%),a) time series,0- to 2-year-olds,bb,oberspreewald-lausitz,code12066,35.4
2016,percentage (%),a) time series,0- to 2-year-olds,bb,oberspreewald-lausitz,code12066,35.5
2017,percentage (%),a) time series,0- to 2-year-olds,bb,oberspreewald-lausitz,code12066,36.5
2018,percentage (%),a) time series,0- to 2-year-olds,bb,oberspreewald-lausitz,code12066,38.0
2019,percentage (%),a) time series,0- to 2-year-olds,bb,oberspreewald-lausitz,code12066,60.6
2012,percentage (%),a) time series,0- to 2-year-olds,bb,oder-spree,code12067,38.2
2013,percentage (%),a) time series,0- to 2-year-olds,bb,oder-spree,code12067,38.4
2014,percentage (%),a) time series,0- to 2-year-olds,bb,oder-spree,code12067,37.5
2015,percentage (%),a) time series,0- to 2-year-olds,bb,oder-spree,code12067,36.8
2016,percentage (%),a) time series,0- to 2-year-olds,bb,oder-spree,code12067,36.8
2017,percentage (%),a) time series,0- to 2-year-olds,bb,oder-spree,code12067,37.0
2018,percentage (%),a) time series,0- to 2-year-olds,bb,oder-spree,code12067,36.4
2019,percentage (%),a) time series,0- to 2-year-olds,bb,oder-spree,code12067,55.1
2012,percentage (%),a) time series,0- to 2-year-olds,bb,ostprignitz-ruppin,code12068,31.0
2013,percentage (%),a) time series,0- to 2-year-olds,bb,ostprignitz-ruppin,code12068,31.6
2014,percentage (%),a) time series,0- to 2-year-olds,bb,ostprignitz-ruppin,code12068,30.9
2015,percentage (%),a) time series,0- to 2-year-olds,bb,ostprignitz-ruppin,code12068,31.6
2016,percentage (%),a) time series,0- to 2-year-olds,bb,ostprignitz-ruppin,code12068,30.0
2017,percentage (%),a) time series,0- to 2-year-olds,bb,ostprignitz-ruppin,code12068,31.1
2018,percentage (%),a) time series,0- to 2-year-olds,bb,ostprignitz-ruppin,code12068,33.5
2019,percentage (%),a) time series,0- to 2-year-olds,bb,ostprignitz-ruppin,code12068,59.4
2012,percentage (%),a) time series,0- to 2-year-olds,bb,potsdam-mittelmark,code12069,41.8
2013,percentage (%),a) time series,0- to 2-year-olds,bb,potsdam-mittelmark,code12069,43.2
2014,percentage (%),a) time series,0- to 2-year-olds,bb,potsdam-mittelmark,code12069,42.8
2015,percentage (%),a) time series,0- to 2-year-olds,bb,potsdam-mittelmark,code12069,40.7
2016,percentage (%),a) time series,0- to 2-year-olds,bb,potsdam-mittelmark,code12069,42.8
2017,percentage (%),a) time series,0- to 2-year-olds,bb,potsdam-mittelmark,code12069,42.0
2018,percentage (%),a) time series,0- to 2-year-olds,bb,potsdam-mittelmark,code12069,43.9
2019,percentage (%),a) time series,0- to 2-year-olds,bb,potsdam-mittelmark,code12069,59.1
2012,percentage (%),a) time series,0- to 2-year-olds,bb,prignitz,code12070,28.3
2013,percentage (%),a) time series,0- to 2-year-olds,bb,prignitz,code12070,30.3
2014,percentage (%),a) time series,0- to 2-year-olds,bb,prignitz,code12070,31.7
2015,percentage (%),a) time series,0- to 2-year-olds,bb,prignitz,code12070,30.9
2016,percentage (%),a) time series,0- to 2-year-olds,bb,prignitz,code12070,30.6
2017,percentage (%),a) time series,0- to 2-year-olds,bb,prignitz,code12070,33.2
2018,percentage (%),a) time series,0- to 2-year-olds,bb,prignitz,code12070,34.6
2019,percentage (%),a) time series,0- to 2-year-olds,bb,prignitz,code12070,58.7
2012,percentage (%),a) time series,0- to 2-year-olds,bb,spree-neiße,code12071,36.4
2013,percentage (%),a) time series,0- to 2-year-olds,bb,spree-neiße,code12071,37.0
2014,percentage (%),a) time series,0- to 2-year-olds,bb,spree-neiße,code12071,38.9
2015,percentage (%),a) time series,0- to 2-year-olds,bb,spree-neiße,code12071,38.6
2016,percentage (%),a) time series,0- to 2-year-olds,bb,spree-neiße,code12071,40.5
2017,percentage (%),a) time series,0- to 2-year-olds,bb,spree-neiße,code12071,39.6
2018,percentage (%),a) time series,0- to 2-year-olds,bb,spree-neiße,code12071,40.5
2019,percentage (%),a) time series,0- to 2-year-olds,bb,spree-neiße,code12071,61.7
2012,percentage (%),a) time series,0- to 2-year-olds,bb,teltow-fläming,code12072,38.6
2013,percentage (%),a) time series,0- to 2-year-olds,bb,teltow-fläming,code12072,40.2
2014,percentage (%),a) time series,0- to 2-year-olds,bb,teltow-fläming,code12072,38.4
2015,percentage (%),a) time series,0- to 2-year-olds,bb,teltow-fläming,code12072,38.5
2016,percentage (%),a) time series,0- to 2-year-olds,bb,teltow-fläming,code12072,40.4
2017,percentage (%),a) time series,0- to 2-year-olds,bb,teltow-fläming,code12072,35.1
2018,percentage (%),a) time series,0- to 2-year-olds,bb,teltow-fläming,code12072,35.2
2019,percentage (%),a) time series,0- to 2-year-olds,bb,teltow-fläming,code12072,48.1
2012,percentage (%),a) time series,0- to 2-year-olds,bb,uckermark,code12073,28.8
2013,percentage (%),a) time series,0- to 2-year-olds,bb,uckermark,code12073,30.8
2014,percentage (%),a) time series,0- to 2-year-olds,bb,uckermark,code12073,29.6
2015,percentage (%),a) time series,0- to 2-year-olds,bb,uckermark,code12073,29.3
2016,percentage (%),a) time series,0- to 2-year-olds,bb,uckermark,code12073,30.3
2017,percentage (%),a) time series,0- to 2-year-olds,bb,uckermark,code12073,31.9
2018,percentage (%),a) time series,0- to 2-year-olds,bb,uckermark,code12073,31.7
2019,percentage (%),a) time series,0- to 2-year-olds,bb,uckermark,code12073,55.3
2012,percentage (%),a) time series,0- to 2-year-olds,hb,"bremen, stadt",code04011,11.4
2013,percentage (%),a) time series,0- to 2-year-olds,hb,"bremen, stadt",code04011,12.5
2014,percentage (%),a) time series,0- to 2-year-olds,hb,"bremen, stadt",code04011,15.6
2015,percentage (%),a) time series,0- to 2-year-olds,hb,"bremen, stadt",code04011,16.1
2016,percentage (%),a) time series,0- to 2-year-olds,hb,"bremen, stadt",code04011,16.4
2017,percentage (%),a) time series,0- to 2-year-olds,hb,"bremen, stadt",code04011,16.1
2018,percentage (%),a) time series,0- to 2-year-olds,hb,"bremen, stadt",code04011,16.3
2019,percentage (%),a) time series,0- to 2-year-olds,hb,"bremen, stadt",code04011,30.3
2012,percentage (%),a) time series,0- to 2-year-olds,hb,"bremerhaven, stadt",code04012,10.8
2013,percentage (%),a) time series,0- to 2-year-olds,hb,"bremerhaven, stadt",code04012,12.5
2014,percentage (%),a) time series,0- to 2-year-olds,hb,"bremerhaven, stadt",code04012,14.4
2015,percentage (%),a) time series,0- to 2-year-olds,hb,"bremerhaven, stadt",code04012,17.3
2016,percentage (%),a) time series,0- to 2-year-olds,hb,"bremerhaven, stadt",code04012,17.2
2017,percentage (%),a) time series,0- to 2-year-olds,hb,"bremerhaven, stadt",code04012,16.6
2018,percentage (%),a) time series,0- to 2-year-olds,hb,"bremerhaven, stadt",code04012,15.4
2019,percentage (%),a) time series,0- to 2-year-olds,hb,"bremerhaven, stadt",code04012,19.3
2012,percentage (%),a) time series,0- to 2-year-olds,hh,hamburg,code02000,21.0
2013,percentage (%),a) time series,0- to 2-year-olds,hh,hamburg,code02000,21.5
2014,percentage (%),a) time series,0- to 2-year-olds,hh,hamburg,code02000,21.8
2015,percentage (%),a) time series,0- to 2-year-olds,hh,hamburg,code02000,22.7
2016,percentage (%),a) time series,0- to 2-year-olds,hh,hamburg,code02000,22.9
2017,percentage (%),a) time series,0- to 2-year-olds,hh,hamburg,code02000,25.2
2018,percentage (%),a) time series,0- to 2-year-olds,hh,hamburg,code02000,24.6
2019,percentage (%),a) time series,0- to 2-year-olds,hh,hamburg,code02000,46.6
2012,percentage (%),a) time series,0- to 2-year-olds,he,"darmstadt, stadt",code06411,14.7
2013,percentage (%),a) time series,0- to 2-year-olds,he,"darmstadt, stadt",code06411,16.6
2014,percentage (%),a) time series,0- to 2-year-olds,he,"darmstadt, stadt",code06411,18.9
2015,percentage (%),a) time series,0- to 2-year-olds,he,"darmstadt, stadt",code06411,21.5
2016,percentage (%),a) time series,0- to 2-year-olds,he,"darmstadt, stadt",code06411,20.9
2017,percentage (%),a) time series,0- to 2-year-olds,he,"darmstadt, stadt",code06411,21.6
2018,percentage (%),a) time series,0- to 2-year-olds,he,"darmstadt, stadt",code06411,21.1
2019,percentage (%),a) time series,0- to 2-year-olds,he,"darmstadt, stadt",code06411,37.3
2012,percentage (%),a) time series,0- to 2-year-olds,he,"frankfurt am main, stadt",code06412,23.3
2013,percentage (%),a) time series,0- to 2-year-olds,he,"frankfurt am main, stadt",code06412,25.1
2014,percentage (%),a) time series,0- to 2-year-olds,he,"frankfurt am main, stadt",code06412,27.9
2015,percentage (%),a) time series,0- to 2-year-olds,he,"frankfurt am main, stadt",code06412,30.4
2016,percentage (%),a) time series,0- to 2-year-olds,he,"frankfurt am main, stadt",code06412,31.7
2017,percentage (%),a) time series,0- to 2-year-olds,he,"frankfurt am main, stadt",code06412,32.3
2018,percentage (%),a) time series,0- to 2-year-olds,he,"frankfurt am main, stadt",code06412,32.9
2019,percentage (%),a) time series,0- to 2-year-olds,he,"frankfurt am main, stadt",code06412,39.3
2012,percentage (%),a) time series,0- to 2-year-olds,he,"offenbach am main, stadt",code06413,15.9
2013,percentage (%),a) time series,0- to 2-year-olds,he,"offenbach am main, stadt",code06413,18.2
2014,percentage (%),a) time series,0- to 2-year-olds,he,"offenbach am main, stadt",code06413,21.3
2015,percentage (%),a) time series,0- to 2-year-olds,he,"offenbach am main, stadt",code06413,23.8
2016,percentage (%),a) time series,0- to 2-year-olds,he,"offenbach am main, stadt",code06413,22.0
2017,percentage (%),a) time series,0- to 2-year-olds,he,"offenbach am main, stadt",code06413,21.7
2018,percentage (%),a) time series,0- to 2-year-olds,he,"offenbach am main, stadt",code06413,21.3
2019,percentage (%),a) time series,0- to 2-year-olds,he,"offenbach am main, stadt",code06413,25.5
2012,percentage (%),a) time series,0- to 2-year-olds,he,"wiesbaden, stadt",code06414,19.6
2013,percentage (%),a) time series,0- to 2-year-olds,he,"wiesbaden, stadt",code06414,18.1
2014,percentage (%),a) time series,0- to 2-year-olds,he,"wiesbaden, stadt",code06414,22.7
2015,percentage (%),a) time series,0- to 2-year-olds,he,"wiesbaden, stadt",code06414,24.4
2016,percentage (%),a) time series,0- to 2-year-olds,he,"wiesbaden, stadt",code06414,29.3
